"variable","coef","exp(coef)","se(coef)","z","Pr(>|z|)","exp(-coef)","lower .95","upper .95","C","se(C)","test","df","pvalue","formula","VariableName"
"Intermediate score",-0.0596999602224783,0.942047142800266,0.211856520845299,-0.281794301087727,0.778101241001842,1.06151800113471,0.621927898999488,1.42693842917453,0.690455637291698,0.0221460731259456,112.793140553301,9,3.96573580675017e-20,"Score_3status + Age + Stage + CMS","All_Exh_Bulk"
"Low score",0.174690454758374,1.19087752908008,0.238421894039211,0.732694685873289,0.463744665863217,0.83971691091734,0.746314735212442,1.9002563159418,0.690455637291698,0.0221460731259456,112.793140553301,9,3.96573580675017e-20,"Score_3status + Age + Stage + CMS","All_Exh_Bulk"
"Intermediate score",-0.017685579796732,0.982469892183077,0.202149251783421,-0.087487733151147,0.93028383557085,1.01784289570235,0.66107311483183,1.46012153177909,0.698271655907521,0.0222524426202809,114.333551852964,9,1.92341872703215e-20,"Score_3status + Age + Stage + CMS","All_Res_Bulk"
"Low score",-0.390721183194602,0.676568768486569,0.248490014736202,-1.57238182632567,0.115862026447973,1.47804635179499,0.415716117054704,1.10110067835353,0.698271655907521,0.0222524426202809,114.333551852964,9,1.92341872703215e-20,"Score_3status + Age + Stage + CMS","All_Res_Bulk"
"Intermediate score",0.243975351706448,1.27631287116743,0.200509085367436,1.21677953524829,0.223688108350803,0.783506946134067,0.861555989694103,1.89073555821489,0.693570785167392,0.0221886018823267,115.387642050162,9,1.17187595426996e-20,"Score_3status + Age + Stage + CMS","Antigen_Presentation"
"Low score",-0.0252296697227678,0.975085938592168,0.20866398390168,-0.120910514843116,0.903761913637076,1.02555063140773,0.647780377919668,1.46776997273924,0.693570785167392,0.0221886018823267,115.387642050162,9,1.17187595426996e-20,"Score_3status + Age + Stage + CMS","Antigen_Presentation"
"Intermediate score",0.112667349096298,1.11925954831475,0.209292905129212,0.538323786115635,0.590353532660443,0.893447816912244,0.742643465696382,1.68686859086418,0.691412700795676,0.021947556373492,112.36319510856,9,4.85272743557552e-20,"Score_3status + Age + Stage + CMS","CD4_Exh_Bulk"
"Low score",0.185573290992523,1.20390843218568,0.233150539953791,0.795937641960007,0.426068281007299,0.830627955802682,0.762316564726421,1.90130397285533,0.691412700795676,0.021947556373492,112.36319510856,9,4.85272743557552e-20,"Score_3status + Age + Stage + CMS","CD4_Exh_Bulk"
"Intermediate score",-0.190356634838375,0.826664264089843,0.195767548626446,-0.972360517225479,0.330871226902481,1.20968093510247,0.56323745103224,1.21329610499229,0.69464982735325,0.0226190805139272,113.962459878018,9,2.2898268188971e-20,"Score_3status + Age + Stage + CMS","CD4_Res_Bulk"
"Low score",-0.318274946652161,0.727402763963105,0.216265717594309,-1.47168469507132,0.141106042435403,1.3747541933326,0.476090191752567,1.11137509276006,0.69464982735325,0.0226190805139272,113.962459878018,9,2.2898268188971e-20,"Score_3status + Age + Stage + CMS","CD4_Res_Bulk"
"Intermediate score",-0.00153286325519495,0.998468310979628,0.203032878924536,-0.0075498277092583,0.993976166260434,1.00153403869059,0.670675414098835,1.48647012708832,0.692604338687885,0.0222562606137753,111.844565892669,9,6.19015224537256e-20,"Score_3status + Age + Stage + CMS","CD8_Exh_Bulk"
"Low score",-0.0146754369542972,0.985431722426575,0.233926480633598,-0.0627352530356899,0.9499773248085,1.01478364988855,0.623028562817612,1.55863749676736,0.692604338687885,0.0222562606137753,111.844565892669,9,6.19015224537256e-20,"Score_3status + Age + Stage + CMS","CD8_Exh_Bulk"
"Intermediate score",-0.173102162015569,0.841051686919879,0.209825010810182,-0.824983453341344,0.409380984844554,1.18898756824592,0.557467191749552,1.26889609028071,0.693636465996097,0.0222440349295863,112.583341863511,9,4.37625445740428e-20,"Score_3status + Age + Stage + CMS","CD8_Res_Bulk"
"Low score",-0.0970037945111831,0.907552562408392,0.230068273884727,-0.421630470265473,0.673294762108405,1.10186455465045,0.578145723496128,1.4246436842139,0.693636465996097,0.0222440349295863,112.583341863511,9,4.37625445740428e-20,"Score_3status + Age + Stage + CMS","CD8_Res_Bulk"
"Intermediate score",0.0529006765264789,1.0543249207053,0.214400520582579,0.246737630966262,0.805111281449314,0.948474213557467,0.692590320935398,1.60499072080438,0.692388530250713,0.0218931761701589,112.731807936133,9,4.08159837166059e-20,"Score_3status + Age + Stage + CMS","CD8NK_Exh_Bulk"
"Low score",0.182579737562074,1.20030985691957,0.239108424991776,0.763585547302878,0.445114264695264,0.833118210464722,0.751214413612633,1.91788619402237,0.692388530250713,0.0218931761701589,112.731807936133,9,4.08159837166059e-20,"Score_3status + Age + Stage + CMS","CD8NK_Exh_Bulk"
"Intermediate score",-0.0968138042314997,0.907725004954236,0.207068920241822,-0.467543869540814,0.640110813038215,1.1016552309809,0.604918566871528,1.36210843862916,0.695813316318871,0.0223532559796807,113.07654789235,9,3.47158541572371e-20,"Score_3status + Age + Stage + CMS","CD8NK_Res_Bulk"
"Low score",-0.284259318715625,0.752571463534885,0.252661407081288,-1.12506030105409,0.260563482370191,1.32877746294408,0.458650600899916,1.23484806651464,0.695813316318871,0.0223532559796807,113.07654789235,9,3.47158541572371e-20,"Score_3status + Age + Stage + CMS","CD8NK_Res_Bulk"
"Intermediate score",-0.498980448800353,0.607149364121182,0.222659017511398,-2.24100714346685,0.0250256122920685,1.64704117156978,0.392435100704127,0.93934092463019,0.700767527398289,0.0218295428342835,118.925475218006,9,2.21693185905085e-21,"Score_3status + Age + Stage + CMS","DDR"
